Pathway 1,send CCL,send PARs,receive KIT,receive SELL,send CD34,receive IL7,send GALECTIN,receive MIF,receive GALECTIN,send MIF,send TGFb,receive LAMININ,receive SELE,receive GRN,send ANGPTL,send ANNEXIN,receive PECAM1,send PECAM1,receive CD22,send CD45,receive ICAM,receive CLEC,receive SPP1,send LAMININ,receive SEMA3,receive IFN-II,send CLEC,send ICAM,receive BAFF,send BST2,receive ADIPONECTIN,send VISFATIN,receive ncWNT,receive JAM,send OSM,receive SEMA7,receive EPHA,receive HSPG,receive CD39,send THY1,receive VCAM,send CXCL,receive CSF,send SEMA4,receive IGF,send ANGPT,receive PARs,receive CD34,send LIGHT,receive CCL,send APP,send LAIR1,send GRN,send COMPLEMENT,send VISTA,receive CD52,receive COLLAGEN,receive FN1,receive ANGPTL,receive MK,receive PTN,receive TENASCIN,receive THBS,send CD52,send PSAP,receive IL2,send IL16,send LCK,send MHC-I,receive SELPLG,send SELL,receive SEMA4,send SELPLG,receive APP,send MHC-II
receive SEMA7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1393225294289642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
receive EPHA,0.0,0.0,0.0,0.0,0.0,0.1384188372731601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
receive HSPG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1364915284366132,0.0,0.0,0.0,0.0,0.0
receive CD39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1324286101331024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
send THY1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1360183543772188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
receive VCAM,0.2404231765259656,0.0,0.0,-0.1459867310043384,0.0,0.0,-0.1556026104222574,0.0,0.0,-0.1478105960296181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160021275990351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3178001499994572,0.251704313023282,0.1558218209925825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2209416864266597,0.2528874440008788,0.2420412277191954,0.0,0.0,0.0,0.2529483810351999,0.0,0.0,0.0,0.0,0.0,0.1515900954483424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1742883328586489,0.1467859142047924
send CXCL,0.2312768068616293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1415283253261074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1393225294289642,0.0,0.0,0.0,0.0,0.3178001499994572,0.0,0.1638763452698348,0.0,0.0,0.0,0.139092529295541,0.0,0.0,0.0,0.0,0.0,0.2002712958235378,0.0,0.155050584822928,-0.1357256917435707,0.0,0.0,0.2125498308433695,0.0,0.0,0.0,-0.1329425783076017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2206966369877039,0.1386506828432537
receive CSF,0.2401452481031794,0.1595104921223362,0.0,0.0,0.0,0.0,-0.1529064199411133,0.1379456474876824,0.1507084205424601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149567954471728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.251704313023282,0.1638763452698348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2277842725465193,0.0,0.0,0.2147345150085982,0.1756981648275173,0.1818842763324401,0.0,0.0,0.0,0.1437835068709561,0.0,0.0,0.0,0.0,0.0,0.1722030000979822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1618011006810136,0.0
send SEMA4,0.1552839000538103,0.1749968438469283,0.0,0.0,0.0,0.0,-0.1392759116749686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1943143959447878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1558218209925825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1759036178192481,0.1622330920417439,0.0,0.186141907520545,0.1568229881157478,0.3152511873214386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1469877094936223
receive IGF,0.0,0.2054340862104011,0.2368550712815231,0.1602686730609195,0.1722665953806893,-0.2126366245476997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1628199884148726,0.1321915356458993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1693611381646992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1346732819995859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2538620361830924,-0.199723174290099,0.0,-0.190420808656004,-0.1643015336709894,0.0,-0.1441036613969807,-0.1547748836904837,0.0,-0.1465566958787761,-0.1480663451961858,0.0
send ANGPT,0.1482083458891109,0.0,0.1900596015753145,0.2879963681686276,0.3036961743609667,-0.1453129788718138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2068994475926862,0.3366586630584177,0.1877912992341827,0.0,0.0,0.0,0.0,0.0,0.0,-0.1530568589806406,-0.1640666615531703,-0.1393487643183869,-0.1888826624691164,0.0,0.0,-0.1711860485416947,-0.1846530717601931,-0.1588346383442971,0.0,0.0,0.0,0.0,0.1447077202005956,0.1703267682119343,0.0,0.0,0.0,0.0,0.0
receive PARs,0.1559120377649087,0.0,0.1898005269469537,0.1961567913756789,0.1977593419981299,-0.1868580762551651,-0.1385597988306619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1717677351427562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139092529295541,0.0,0.0,0.1693611381646992,0.2068994475926862,0.0,0.1341879927611465,0.1743880264251263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1853780054298608,0.0,-0.2060728220901186,0.0,-0.173290433829663,-0.2092871753590172,-0.183777399779725,-0.2274128411516912,-0.1706709835594536,0.0,0.0,0.0,0.0,0.0,-0.1449449223871757,0.0,0.0,0.0,0.0
receive CD34,0.1970967504811675,0.1342431064731049,0.1633937267238412,0.2794994518841416,0.0,0.0,-0.1487412917968801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3366586630584177,0.1341879927611465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1335613908430819,0.0,-0.1523118010350006,0.0,0.0,0.0,-0.1422142870448448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
send LIGHT,0.0,0.0,0.2172561467395084,0.242854097331845,0.2576543232489243,-0.1805812281878133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1877912992341827,0.1743880264251263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.188185746954246,-0.172167977129804,-0.1881090683697062,-0.179819766679275,-0.1347784393315855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
receive CCL,0.0,0.265022623208938,0.0,0.1337751858196932,0.1336610420939092,0.1904198410307708,-0.177584916187104,0.14430084955483,0.0,0.0,0.0,0.0,0.0,0.1430419747005059,0.0,0.0,0.0,0.0,0.1406109839690484,0.1406109839690484,0.0,0.2068698740258747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1433733471605155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2277842725465193,0.1759036178192481,0.0,0.0,0.0,0.0,0.0,0.0,0.1451447368604696,0.1575156680132768,0.177826214057281,0.0,0.2456994540697921,0.0,0.0,0.0,-0.1324637412089862,-0.1771919285929507,-0.1835257034471833,-0.1921567671995201,-0.1472802302669727,0.0,0.0,0.1332297288901899,0.0,0.0,0.0,0.0,0.0,0.0,0.1482630773229128,0.1912691901589953,-0.1472802302669727
send APP,0.1916611077981635,0.2786571028017344,0.0,0.0,0.0,-0.2107880510509127,-0.179373837510148,0.0,0.0,0.0,0.0,0.0,0.0,0.1464874953943833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1486844835587425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1622330920417439,0.0,0.0,0.0,0.0,0.0,0.1451447368604696,0.0,0.0,0.1883802598060009,0.2484712922621128,0.2789018415086643,0.0,-0.1544469361915486,-0.1840674139227898,-0.1891022126704993,-0.2348065894533306,-0.2304184965545668,-0.2102072113372247,-0.1948377120559838,0.0,0.0,-0.1556762768719354,0.0,-0.1428428118976157,-0.1642661553561154,0.0,0.0,0.0,0.0,0.0,0.0
send LAIR1,0.2491149167490898,0.3126132190457112,0.0,0.1579304039927714,0.1661055242339689,-0.1340003654470479,-0.1556341623000373,0.0,0.0,0.0,0.0,0.0,0.0,0.1435872727589503,0.1370940652818546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1575156680132768,0.0,0.0,0.0,0.188510483804734,0.0,0.0,0.0,0.0,-0.1872816492192724,-0.1371248275271823,-0.1596911387193746,-0.2023525282094346,-0.2112701439983597,0.0,0.0,0.0,0.0,0.0,-0.1858518352118305,0.0,0.0,0.0,0.0,0.0,0.0
send GRN,0.2334152203228532,0.2776183809310167,0.142264219743447,0.1399279755057581,0.1437129492074784,-0.2069786126288013,-0.2006886142463471,0.0,0.0,0.0,-0.1472432883773946,0.0,0.1356284433751159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2209416864266597,0.2002712958235378,0.2147345150085982,0.186141907520545,0.0,0.0,0.0,0.0,0.0,0.177826214057281,0.1883802598060009,0.0,0.0,0.1819051263936293,0.3201573897595248,0.0,0.0,0.0,0.0,-0.1623198101253166,-0.1802943648971875,-0.1387144907820171,0.0,0.0,0.0,-0.1942235169691357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265022623208938,0.0
send COMPLEMENT,0.1399658254300128,0.2481740800304948,0.0,0.0,0.0,-0.1320294157779113,-0.1945308548526222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1678762505652864,0.1973014873885092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2528874440008788,0.0,0.1756981648275173,0.1568229881157478,0.0,0.0,0.0,0.0,0.0,0.0,0.2484712922621128,0.188510483804734,0.1819051263936293,0.0,0.3161328035085539,0.0,0.0,0.0,0.0,-0.1684327332249277,-0.2036065502051202,-0.1654269788156323,-0.1696027108558034,0.0,0.0,0.0,0.0,0.0,-0.1933146774630832,-0.1376542625040675,-0.1376669852873472,0.0,0.0,0.0,-0.1554217178277306
send VISTA,0.2116303157241336,0.3034817480960385,0.0,0.0,0.0,-0.2162257499792202,-0.2299229372203459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1744330315812262,0.0,0.0,0.0,0.0,0.0,0.1323434043463146,0.0,0.0,0.1924072221955836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2420412277191954,0.155050584822928,0.1818842763324401,0.3152511873214386,0.0,0.0,0.0,0.0,0.0,0.2456994540697921,0.2789018415086643,0.0,0.3201573897595248,0.3161328035085539,0.0,0.0,0.0,0.0,0.1550434015696147,-0.2328388919900001,-0.2190209765841823,-0.184259552632682,-0.1838260233214367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
receive CD52,-0.1509281702008151,-0.1477774104635152,-0.1435239992187365,-0.2124284809792888,-0.2103253650423306,0.0,0.1898377453670708,0.0,-0.1403143547138684,0.0,0.0,-0.1465683608606021,-0.1426418944852555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1508933929590327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1357256917435707,0.0,0.0,-0.1346732819995859,-0.1530568589806406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1611008347900639,0.0,0.0,0.0,0.0,0.0,0.0,0.1507915278947067,0.0
receive COLLAGEN,-0.1957831771052864,-0.2008819722945524,-0.2943398228789202,-0.1561389058819022,-0.1580134293594267,0.2396783999696941,0.0,0.2359895494982796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1640666615531703,-0.1853780054298608,-0.1335613908430819,0.0,0.0,-0.1544469361915486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1432022034978066,0.1818829878641422,0.2069368008861307,0.1715135172858076,0.0,0.0,0.1476761925120891,0.1370077021902809,0.1457877429788048,0.1404155488158149,0.0
receive FN1,-0.1767305032431393,-0.2178932539790778,-0.2067822576829777,-0.1472802302669727,-0.1528205768219059,0.1795424222979368,0.0,0.2288975698422035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1393487643183869,0.0,0.0,0.0,0.0,-0.1840674139227898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2611914250443166,0.1465097925106779,0.1474050826987981,0.1751315557257546,0.1452052075304847,0.0,0.1417596356006913,0.1437099508876484,0.1604160152324378,0.1629015963282005,0.0
receive ANGPTL,-0.2611914250443166,-0.3171186690412647,-0.2831529530916908,-0.3179087705792692,-0.3466903733393188,0.292700780935486,0.1513442971860492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2093103911399051,0.0,0.0,0.0,0.0,0.0,0.0,0.1390878917102184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2529483810351999,0.2125498308433695,0.1437835068709561,0.0,0.0,-0.1888826624691164,-0.2060728220901186,-0.1523118010350006,-0.188185746954246,-0.1324637412089862,-0.1891022126704993,-0.1872816492192724,0.0,0.0,0.1550434015696147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1674496010953941,0.2642418530401735,0.2426595526003681,0.2441814917328068,0.17066260125395,0.0,0.0,0.135191366420558,0.1404574825924394,0.0,0.1613439784359092,0.1368058431299651
receive MK,-0.2016213434319054,-0.2403331544420124,-0.1438379575797521,-0.2235982613957193,-0.2363419010325365,0.2766098832151005,0.2081443175789444,0.0,0.0,0.2150341012104525,0.0,0.0,0.0,-0.1416523475695967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.172167977129804,-0.1771919285929507,-0.2348065894533306,-0.1371248275271823,-0.1623198101253166,-0.1684327332249277,-0.2328388919900001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.195088632137544,0.1594938990097267,0.1688688822965856,0.0,0.1429449026051419,0.1620700620185361,0.0,0.0,0.0,0.0
receive PTN,-0.33316665331243,-0.2551617797257262,-0.184780569350993,-0.2227183836073276,-0.2370713777355654,0.3175876200172376,0.2224849680810688,0.0,0.0,0.2173054922708084,0.0,0.0,0.0,-0.1363051419831422,0.0,-0.1439982384201471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.173290433829663,0.0,-0.1881090683697062,-0.1835257034471833,-0.2304184965545668,-0.1596911387193746,-0.1802943648971875,-0.2036065502051202,-0.2190209765841823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2359613731958216,0.1892442113238635,0.1582493984809762,0.0,0.1422040679594327,0.1631775989072336,0.0,0.0,0.0,0.0
receive TENASCIN,-0.3518515120872521,-0.3464405651928836,-0.3009958661797989,-0.3008650665650938,-0.3260427453836674,0.3434240389447174,0.1979255017728731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1420673792900944,0.0,0.0,0.0,0.0,0.0,-0.1709909240405003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1711860485416947,-0.2092871753590172,0.0,-0.179819766679275,-0.1921567671995201,-0.2102072113372247,-0.2023525282094346,-0.1387144907820171,-0.1654269788156323,-0.184259552632682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1457004541815417,0.2151269067612946,0.268083675741029,0.2864900261678788,0.2171586413508255,0.1681106849851303,0.1455766561904688,0.1512135023046093,0.1576841953386571,0.1336724075974661,0.1406601951934115,0.0
receive THBS,-0.1923901968802889,-0.2822342517625075,-0.1977149051653283,-0.1809789811494674,-0.1918940948458759,0.3516382507448891,0.1649227941504908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1496671279111858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1329425783076017,0.0,0.0,0.0,-0.1846530717601931,-0.183777399779725,-0.1422142870448448,-0.1347784393315855,-0.1472802302669727,-0.1948377120559838,-0.2112701439983597,0.0,-0.1696027108558034,-0.1838260233214367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1436648991655209,0.2026696752199991,0.2796477351771879,0.274971039528038,0.2354233901590775,0.170708511104601,0.1470585995207645,0.1755255865566924,0.1527754916191995,0.1522836973984317,0.0,0.0
send CD52,0.0,-0.1936934970968648,-0.2332207450087632,-0.1932757393889335,-0.200074138600903,0.2892291640007137,0.1670786550326376,0.0,0.156128758288941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1334151678637439,0.1334151678637439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2538620361830924,-0.1588346383442971,-0.2274128411516912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1674496010953941,0.0,0.0,0.1457004541815417,0.1436648991655209,0.0,0.3338804860833279,0.1728017596371687,0.1390994537456637,0.2086285551167865,0.0,0.214821927164829,0.2303051049124169,0.1479411266355778,0.1489139775005229,0.271130128904879,0.3274503908684577
send PSAP,0.1322831504337208,-0.1966946013602049,-0.1985907061858026,-0.2413777635192325,-0.2657569780256171,0.1835849055048442,0.0,0.0,0.1910296307304946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142342299789819,0.142342299789819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1515900954483424,0.0,0.1722030000979822,0.0,-0.199723174290099,0.0,-0.1706709835594536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1432022034978066,-0.2611914250443166,0.2642418530401735,0.0,0.0,0.2151269067612946,0.2026696752199991,0.3338804860833279,0.0,0.0,0.1652184122550444,0.0,0.1715043807893746,0.1931661816887823,0.2128374579461057,0.1979606802464991,0.2133468313838927,0.2657857220011033,0.3550934958291258
receive IL2,-0.2664900301071402,-0.1905409951356881,-0.1326306287280573,0.0,0.0,0.4670180270720164,0.1700504924561283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1332297288901899,-0.1556762768719354,0.0,-0.1942235169691357,0.0,0.0,0.0,0.1818829878641422,0.1465097925106779,0.2426595526003681,0.195088632137544,0.2359613731958216,0.268083675741029,0.2796477351771879,0.1728017596371687,0.0,0.0,0.2253044114536888,0.160826503659322,0.1459438018711496,0.1631417747507058,0.1820711293862532,0.0,0.1325732522548828,0.0,0.1372066272930768
send IL16,-0.194543339910816,-0.1675588948551842,-0.2288915899556738,-0.1358078304296395,-0.1365288548634204,0.2283066005843173,0.1509272660316215,0.0,0.0,0.0,0.1526971455686451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1546048284752788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.190420808656004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1611008347900639,0.2069368008861307,0.1474050826987981,0.2441814917328068,0.1594938990097267,0.1892442113238635,0.2864900261678788,0.274971039528038,0.1390994537456637,0.1652184122550444,0.2253044114536888,0.0,0.0,0.1960468440292948,0.1815037476201247,0.1862371640252899,0.0,0.1352380900695256,0.0,0.0
send LCK,-0.1393891152614666,-0.1840599848996431,0.0,0.0,0.0,0.2964718269335697,0.0,0.0,0.1389152201925148,0.0,0.1335823229182013,0.0,0.0,0.0,0.0,0.0,0.1509317979191006,0.1509317979191006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1643015336709894,0.0,0.0,0.0,0.0,0.0,-0.1428428118976157,0.0,0.0,0.0,0.0,0.0,0.1715135172858076,0.1751315557257546,0.17066260125395,0.1688688822965856,0.1582493984809762,0.2171586413508255,0.2354233901590775,0.2086285551167865,0.0,0.160826503659322,0.0,0.0,0.0,0.2604403505494717,0.2636042899150863,0.204886172142106,0.1769544801413674,0.0,0.0
