Pathway 1,send APP,send ANNEXIN,send VISTA,receive ICAM,send ITGAL-ITGB2,receive CD52,receive CEACAM,receive VCAM,send SEMA4,receive NCAM,send BAFF,send LAIR1,receive CD23,receive THY1,send GRN,receive COMPLEMENT,send NCAM,send PARs,receive CLEC,receive IFN-II,send SELL,send CD52,send COMPLEMENT,send MHC-II,send ANGPT,send MHC-I,receive CD39,receive CD34,send JAM,receive ESAM,send ESAM,receive KIT,receive PARs,send GALECTIN,receive PTN,receive MK,send VCAM,receive SEMA7,send EPHB,send LIFR,send PSAP,send MK,receive NPR2,send PROS,receive BMP,receive BSP,receive DMP1,receive NRG,receive CD200,send ICAM,receive BAFF,send LCK,receive LAMININ,receive TGFb,receive VTN,receive ANGPT,send FLT3,receive CSF,send MIF,receive TENASCIN,receive IGF,receive VWF,send BST2,receive WNT,receive ncWNT,send BMP,send PDGF,receive FGF,send TWEAK,receive JAM,receive SEMA4,send GAS,receive SLURP,send SEMA7,receive CDH,send CDH,send COLLAGEN,send IL7,receive APP,receive MIF
receive SEMA7,-0.0,-2.139699614585852,-2.189161497888725,-0.0,-0.0,-2.275388802381789,-0.0,-2.1437617798380995,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.768889588797243,-0.0,-0.0,-2.63852684709454,-2.5157745951092774,-2.229461793370337,2.131043573613709,2.43059781966515,2.6407144897236283,0.0,0.0,2.244339958608804,2.1077952829177,2.1269850401173787,2.187912991643514,3.0970239736107024,0.0,0.0,0.0,0.0,0.0,2.1626332774614045,2.08093454399559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,2.2522931426087047,2.1927843700604286,0.0,0.0,0.0,0.0,0.0,0.0,1.982714275960869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
send EPHB,-0.0,-0.0,-1.9684264037424068,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.2534789435551628,-2.416363994532192,-2.325608403713052,2.1703212374723035,2.553966358085544,2.554836868931184,0.0,0.0,2.077736044755689,2.06966787696178,2.0513670244459417,2.105226230807918,2.5237322063799263,0.0,0.0,0.0,0.0,2.1626332774614045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2.041135721623109,0.0,1.9839966170728784,0.0,2.064636349167716,2.0198328241793884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
send LIFR,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-2.0469955304854897,-2.423793583536983,-1.9887731382794924,2.499019553218196,2.6595943869353618,2.794517870621101,2.3163278099363063,2.1531563181193385,2.5001430859107234,2.3963142054792264,2.400234413545651,0.0,2.6476449521092182,0.0,0.0,0.0,0.0,2.08093454399559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0976686732316447,2.0909170813412383,0.0,-0.0,-0.0,2.507939547132741,2.2021578151847923,2.4817672803915576,0.0,2.0703947171057693,2.0553619115384825,2.1271751355899977,2.0459488489776185,2.177823613359575,2.065096274088877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
send PSAP,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,2.693200497607125,0.0,2.091098566638117,2.2916667612317267,2.218817480702655,2.1681373352577658,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.973168012880255,2.0782177099568484,2.0420473257673657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2.0911358583495496,0.0,0.0,0.0,0.0,0.0,2.0126123050966327,2.2001371461194794,2.348361707597489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1281870510594416,2.5528818435224734
send MK,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.1861547098330214,0.0,2.0770067864697497,1.9647644479267967,2.155424642106654,2.247833135463863,2.112370754384076,2.0980437930088143,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.996183617853887,0.0,0.0,2.0519436763911685,1.9985534365378248,0.0,2.061491767813903,2.0327789552373074,1.97427003040878,0.0,0.0,0.0,1.9873859736922883,0.0,1.9898236166502856
receive NPR2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.143239441848101,2.0368026758102977,2.193754504525007,2.046315009475295,2.220064073791968,2.250667917517524,2.057093909763309,2.054905340199462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2.1063994165572657,2.0698208567473624,2.0572225835362263,0.0,0.0,0.0,0.0,0.0,2.021637229469222,0.0,2.065435528237087,0.0,0.0,0.0,0.0,0.0,1.970791934761937
send PROS,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.194192082844669,0.0,2.007180393947736,0.0,2.438510839121742,2.307798638659476,2.092681615875327,2.0809448940044577,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.978575811384744,0.0,0.0,0.0,-0.0,2.396795300297099,0.0,2.019408671674158,0.0,0.0,0.0,2.1798849675878538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
receive BMP,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.068791091333228,0.0,0.0,1.965147598962496,1.9963339426384656,2.124032940043646,1.963818496815373,1.982749223998072,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1183397552366205,0.0,2.0289420148704784,0.0,0.0,0.0,0.0,0.0,0.0
receive BSP,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,2.0368421191679342,0.0,1.97508079366922,0.0,2.2026899359795244,2.2718930199676977,2.046892019750189,2.054320916720967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9655535965532087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
receive DMP1,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.094966041395676,1.9622035214020723,2.014713193315522,0.0,2.221128590736426,2.29909128931938,2.1027402672624462,2.0949189792631846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9733155327923697,0.0,0.0,0.0,0.0,0.0,1.9962871353550968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
receive NRG,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.0968163541171023,1.999284932701068,1.9709609087065263,0.0,2.1592059910382284,2.202903836562332,2.02180777827521,2.0092255618307138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98477657741518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
receive CD200,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.532098276159152,2.050189336743437,2.294040712733968,0.0,0.0,2.1028269103937287,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.973168012880255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000359280302741,0.0,0.0,0.0,0.0,0.0,2.200577467722795,2.137032425930808,0.0,0.0,0.0,0.0,0.0,0.0,2.423305477835121
send ICAM,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.60106525938306,2.1163863617783893,2.2445188404277188,2.04489641664939,0.0,2.0279920725733604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0782177099568484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.060540577878954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.964766999319908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.116088698321288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
receive BAFF,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,2.695304712392588,2.1702665034371686,2.131383550510039,2.2943746993004943,0.0,2.0979001240731523,1.9930063043097728,1.9907686850955588,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0420473257673657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.060540577878954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1370012176209845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2504345889016166
send LCK,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.506565368395563,2.373606994306796,2.344706570823593,2.4079279381749394,2.235064178731525,2.2165671021254134,2.2845445939772304,2.2407261521668063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.174016618936467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.005386906873478
receive LAMININ,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.230334020529676,2.290697170378872,2.1920692063719143,2.285306583398164,2.113764261116136,1.9838379461400053,0.0,0.0,0.0,2.4223380546111906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
receive TGFb,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.422376921147936,2.184636194822101,2.2581476759121824,2.19825044879036,2.007958027538251,2.0226356290375875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9660122303223644,2.19156641244232
receive VTN,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.4914766844082337,2.659556056264329,2.5427824997827626,2.382630716595891,2.5644203532975207,2.597716358830759,2.416886936000524,2.4078545400982043,0.0,2.7092238632040333,0.0,0.0,0.0,0.0,0.0,0.0,2.0976686732316447,0.0,0.0,0.0,1.978575811384744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0058093034595275,0.0,0.0,2.090405029332406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
receive ANGPT,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.100237536679766,-0.0,2.410530034254041,2.6474608133942903,2.6626574835427173,2.3718516489511305,2.438291523157976,2.5489169812019097,2.5704786877148607,2.581292504420029,0.0,2.5230504609979563,0.0,0.0,0.0,0.0,0.0,0.0,2.0909170813412383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,2.0510568648397647,2.358245923487308,0.0,0.0,0.0,2.154331044237604,2.162591002485032,2.046841370953272,1.968848678361987,0.0,0.0,0.0,1.9642471273844484,2.2035405694143533,0.0,0.0,1.9686028951955337,0.0,0.0,0.0
send FLT3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-2.0516330625696297,-0.0,-0.0,-1.9886691542358703,-2.1736656904662834,-0.0,2.11877612410058,2.276212294832805,2.338378147844479,1.9956916205712407,2.1683098219121306,2.395949877968736,2.27022938895725,2.288576763497621,0.0,2.181784270954148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2.189753127713068,0.0,2.079884037736246,0.0,0.0,0.0,2.055489675634277,1.962951537406599,0.0,0.0,0.0,0.0,0.0,1.9684042813261644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
receive CSF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,2.3979742676005693,2.2429616654611744,2.25157407081214,2.6891981316786366,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,2.184808521511198,-0.0,-2.14152593280199,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
send MIF,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-2.2116120391420586,-2.10078195703436,-0.0,-2.2802003872861905,-2.1231124048406858,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,2.062026032108151,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.184808521511198,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.995120061492941,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
receive TENASCIN,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.1848402492655743,-2.1684066818484835,-2.2010397578855594,-2.338902465068421,3.1358428571075025,3.317260826642224,3.1778363906205542,2.9090823651514133,3.2095375817856144,3.277741373625158,3.118181032239659,3.1397913978841654,0.0,3.121077452902668,0.0,0.0,0.0,0.0,0.0,2.041135721623109,2.507939547132741,0.0,0.0,0.0,2.396795300297099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.189753127713068,-0.0,-0.0,0.0,0.0,0.0,2.133446815390139,2.316564467075968,2.194089940565994,2.6308535024421515,2.4723188414797264,2.358490682078661,2.361438467032055,0.0,2.4007938386433167,2.292170156667682,2.352948175497223,2.2418584619996,0.0,0.0,2.419365123283186,2.1289459184608006,2.117929056679957,2.435150410118118
receive IGF,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-2.1059672078878755,-0.0,-2.050928282127608,-2.538439636362924,-2.4822375120084774,-2.0250455762942843,2.360196233719045,2.847533177051908,2.845851195325902,2.2454273987385025,2.006711243704118,2.619888006970961,2.479127114497994,2.4793019570869514,2.3499113038475112,2.788912195751632,0.0,0.0,0.0,0.0,2.2522931426087047,0.0,2.2021578151847923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0510568648397647,0.0,-2.14152593280199,-0.0,0.0,0.0,0.0,0.0,2.059680438248793,2.1419621006125067,2.1921542201967803,1.9925351249358685,2.0018460960124096,2.1797001677559584,0.0,0.0,2.117078434280801,0.0,2.1467504334705088,0.0,0.0,2.0011070402582125,0.0,0.0,0.0
receive VWF,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.066255077874671,-2.1255220802503016,-2.111682993058295,-2.133647934030393,2.646329642775312,3.160017720531982,2.899133538047529,2.5505698258619587,2.8443132705544114,2.8840501109267223,2.781485599612074,2.8211889143743734,0.0,3.1418565992384937,0.0,0.0,1.9930698908480504,0.0,2.1927843700604286,1.9839966170728784,2.4817672803915576,0.0,0.0,0.0,2.019408671674158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.358245923487308,2.079884037736246,-0.0,-0.0,0.0,0.0,0.0,0.0,1.96509381173202,0.0,2.178486671587,2.0736019257016785,2.025732922184752,2.1315887866961485,0.0,2.025232685455562,0.0,0.0,0.0,0.0,0.0,2.0940518062112545,0.0,0.0,0.0
send BST2,-0.0,-0.0,-0.0,-2.245793651980466,-2.055031623937459,-0.0,-1.9688199053398925,-2.0499054030897947,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.1140859758553643,-2.155225291296043,3.180452751845784,2.486093602770826,2.839669448117623,2.188924218271062,2.823909892629872,2.607959605025444,2.232438193059145,2.2118116171601,0.0,0.0,0.0,2.356641343187177,1.9612644241682609,0.0,0.0,0.0,0.0,2.0911358583495496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.964766999319908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.133446815390139,0.0,0.0,0.0,2.402907718853427,2.267928836660933,2.252143348547606,2.136203947727365,2.1103111494704017,2.115130429649108,0.0,2.5606319137923643,2.237333336856347,2.542347861020633,2.3138822859960246,1.978902406215532,2.0068029209447875,1.964732950014805,2.217726154376558,2.221081476778995,2.331804958096292
receive WNT,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.471470518188196,-2.0081668758022406,2.810333729092706,2.796691704892958,2.7791500439592776,2.4118435535447267,2.602895772878529,2.6755159618438293,2.494358252324524,2.499825557365825,2.305520579256221,2.167964196210146,0.0,2.017783014224268,2.16884210703336,0.0,0.0,2.064636349167716,2.0703947171057693,0.0,0.0,2.1063994165572657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2.316564467075968,2.059680438248793,1.96509381173202,2.402907718853427,0.0,0.0,2.23996271120104,2.375937011453295,2.4169045893073724,2.1715508847785423,0.0,2.0902114634847497,2.513749352480852,2.2222382976909465,2.3171165244063125,2.2110817016657363,2.228101224067561,2.180842968954692,2.038252857790643,2.136744300300292,2.390103023781616
receive ncWNT,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.385258865544847,-2.143985938129445,3.006262373456821,2.807950761050926,2.9516271311537703,2.4509725886921148,2.4641659605201847,2.6413795992618927,2.4467673768098166,2.459126275212012,2.3293745027182444,2.2695423445538565,0.0,0.0,1.9975457670139392,0.0,0.0,2.0198328241793884,2.0553619115384825,0.0,0.0,2.0698208567473624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2.194089940565994,2.1419621006125067,0.0,2.267928836660933,0.0,0.0,2.2112647670398835,2.2949952362797803,2.4057949469457083,2.210963304436999,0.0,2.079362485669364,2.517927921620187,2.2916613739438345,2.2861157236661183,2.169981970471276,2.1460966231603704,2.1030566588266293,1.994795553375532,2.105937137794222,2.334457980997347
send BMP,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.1570359899898817,-0.0,2.8518173004030296,2.722887881072186,2.8583064615036173,2.533941977545238,2.7185454404438434,2.9447913155870253,2.736431827994591,2.702820397763848,0.0,2.188797358818806,0.0,0.0,0.0,0.0,0.0,0.0,2.1271751355899977,0.0,1.996183617853887,2.0572225835362263,2.1798849675878538,0.0,1.9655535965532087,1.9733155327923697,0.0,2.000359280302741,0.0,0.0,0.0,0.0,0.0,2.0058093034595275,2.154331044237604,2.055489675634277,-0.0,-0.0,2.6308535024421515,2.1921542201967803,2.178486671587,2.252143348547606,2.23996271120104,2.2112647670398835,0.0,2.4592079482162457,2.355304016907405,2.341514107300116,2.472875692118861,2.055449423338931,2.472610934529656,2.381167325154019,2.4948141258409704,2.1167978149245643,2.143769220514062,2.239062672070462,2.354631675839769,2.276823014496506,2.4413754406081365
send PDGF,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.035637973042025,-0.0,2.423603899355592,2.4399372374811987,2.428248352703464,2.3111888665437155,2.6555569941467003,2.8292728006948096,2.5385067719861323,2.545637468922301,0.0,2.0712663985970194,0.0,0.0,0.0,0.0,0.0,0.0,2.0459488489776185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.162591002485032,1.962951537406599,-0.0,-0.0,2.4723188414797264,1.9925351249358685,2.0736019257016785,2.136203947727365,2.375937011453295,2.2949952362797803,2.4592079482162457,0.0,0.0,2.032783203844512,2.2585903096440574,0.0,0.0,2.126650404438188,2.2894433701416403,2.0323043201046227,2.0312636300446085,0.0,0.0,0.0,2.077416029066774
receive FGF,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.055314520201053,-0.0,2.8902727257212804,2.6829971031720627,2.908891254088448,2.4084915206123294,2.436733807553405,2.7683124590285124,2.5241730971621608,2.555158339355988,2.091961186662115,2.0772108491492896,0.0,0.0,0.0,0.0,0.0,0.0,2.177823613359575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.046841370953272,0.0,-0.0,-0.0,2.358490682078661,2.0018460960124096,2.025732922184752,2.1103111494704017,2.4169045893073724,2.4057949469457083,2.355304016907405,0.0,0.0,2.2116319188924365,2.256859644326964,2.125391335180257,2.6704681038907125,2.520527605934684,2.408703990235652,1.9731005973556976,1.9863975045749789,2.421288110185951,2.2710928510784583,2.3345260389284817,2.544965366224964
