Pathway 1,send SEMA4,send VISTA,receive IFN-II,send APP,send CD52,send GRN,send IL2,send COMPLEMENT,send PARs,receive VCAM,receive NCAM,send NCAM,receive CEACAM,send ANNEXIN,receive CD52,send LAIR1,receive SELL,send CD34,receive IGF,send SELPLG,receive SELPLG,send SELL,receive CCL,send VISFATIN,send PROS,receive COLLAGEN,receive SEMA7,receive SEMA3,receive CLEC,send SPP1,receive CSF,receive IL6,send PSAP,send MIF,receive CD39,receive NOTCH,send ANGPTL,receive PECAM1,send PECAM1,send CCL,receive LAMININ,receive TENASCIN,send ICAM,send OSM,receive TWEAK,receive EPHB,receive TGFb,send CXCL,send TNF,receive ANGPTL,receive CD200,send PDGF,receive EPHA,receive CD22,send CD45,send TWEAK,send WNT,send NKG2D,receive GALECTIN,send ICOS,receive SELE,send SEMA6,send ITGAL-ITGB2,receive CD86,send CD86,receive PERIOSTIN,receive VTN,receive VWF,send GDF,send IL7,receive ENHO,send AGRN,send APELIN,send EPHB,receive BMP,send IL1,send CSF,receive IL17,send CD39,receive SEMA5,send LAMININ,receive SEMA6,receive VISFATIN,receive NRG,receive BSP,receive DMP1,send CD1D2,send THBS,send CD46,receive SLURP,send NOTCH,receive MAG,send MAG,send CLEC,send MK,receive FGF,receive IL1,receive WNT,send FLT3,receive ITGAL-ITGB2,receive ACTIVIN,send COLLAGEN,send LCK,send LIGHT,receive ncWNT,receive APP,receive MIF,receive SPP1,send FGF,receive ESAM,send ESAM,receive ANGPT,send JAM,receive JAM,receive VEGF,receive ICAM,receive COMPLEMENT,receive CD23,receive THY1,receive BAFF,receive GRN,send BAFF,receive ALCAM,send CD6,receive ADIPONECTIN,send LIFR,send VEGF,receive MK,receive PTN,send ANGPT,receive PARs,send GALECTIN,send MHC-I,receive PDGF,send THY1,receive KIT,receive THBS,receive CXCL,send BST2,send IL16,receive SEMA4,receive FN1,send VCAM,send MHC-II,receive CD34,send TGFb
receive ALCAM,0.0,0.0,0.0,0.0,0.0,0.0,0.1262845895419161,0.1239380446821585,0.2529557290806364,0.1948374424030285,0.1620972781783217,0.1716842006992583,0.1262583183774442,0.1807631783528133,0.1329213053872624,0.2024123427530149,-0.1497145573869313,-0.1491716383035156,0.0,-0.1293181839793062,-0.1826902989742274,-0.175152169493029,-0.1355235711513712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.117500227516821,-0.2024994577823151,0.0,0.0,-0.1357594895473287,0.135607256473747,-0.146691014010271,-0.146691014010271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1413073394695599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1244968891838338,0.1335689000401123,0.0,0.1314540200935306,0.1386211395494835,0.14682629658211,0.0,0.0,0.0,0.0,0.0,0.0,0.1360933301497641,0.1214924507797277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1300032274929238,0.0,-0.1455459956309179
send CD6,0.0,0.0,0.0,0.0,0.0,0.0,0.1262845895419161,0.1239380446821585,0.2529557290806364,0.1948374424030284,0.1620972781783217,0.1716842006992583,0.1262583183774442,0.1807631783528133,0.1329213053872624,0.2024123427530149,-0.1497145573869313,-0.1491716383035156,0.0,-0.1293181839793062,-0.1826902989742274,-0.175152169493029,-0.1355235711513712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.117500227516821,-0.2024994577823151,0.0,0.0,-0.1357594895473287,0.135607256473747,-0.146691014010271,-0.146691014010271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1413073394695599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1244968891838339,0.1335689000401123,0.0,0.1314540200935306,0.1386211395494835,0.14682629658211,0.0,0.0,0.0,0.0,0.0,0.0,0.1360933301497641,0.1214924507797277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1300032274929238,0.0,-0.1455459956309179
receive ADIPONECTIN,0.1431637992185928,0.0,-0.1356549263599843,0.0,0.0,0.0,0.1183412086822571,0.0,0.0,0.2169799321798057,0.1404994408566145,0.1192839894882337,0.0,0.1663715746508855,0.0,0.0,-0.1393225449950798,-0.1398783305485225,0.2313059918318903,-0.1992175396241714,-0.2166850587463433,-0.214308232714331,-0.1745739536927488,-0.2880547989133897,-0.1874111848794614,-0.1851799952892156,0.0,-0.2202968686186876,-0.2286370643908017,-0.1149559310887787,-0.41450417199246,-0.3357454460497234,-0.2109977560322126,-0.3637577602021174,0.0,0.0,-0.1453118076770655,0.0,0.0,-0.1241977112929798,-0.126936563240418,0.0,-0.1768500584905391,0.0,0.0,0.0,0.0,0.0,-0.1286849712231994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2004436756314916,0.0,0.0,-0.1354106867736792,0.0,-0.1986526917795805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1246792312043099,0.0,0.0,0.0,0.0,-0.1249458961742718,0.0,-0.1622421729601096,0.0,-0.1410738183053508,-0.1457157531286244,0.0,0.0,0.0,0.1173404098592104,0.0,0.0,0.0,0.0,-0.1353382969752324,-0.1353382969752324,0.0,0.0,0.0,0.1250160286366959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1929364291753833,0.1265763672422868,0.1265763672422868,0.0,0.0,0.149850813529103,0.0,0.0,0.0,0.0,0.0,0.1289455337781903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2014716491725396,0.0,0.0,0.1246292725749469,0.0,0.0,0.0,0.0,0.1176696119454153,-0.1328528419307784,-0.2953998055203324,0.0,-0.223862367963663,0.0,0.0,0.0,-0.1481649677529774,0.0
send LIFR,0.0,-0.123356036099424,-0.1381492273037078,-0.1665976939901106,-0.231659184976971,0.0,0.1914406749511998,0.0,0.141698457775701,0.1476391372958328,0.1185535269141707,0.1208845988758119,0.0,0.1171629997381194,0.1246261518086152,0.0,-0.1164809459267845,-0.1159653351533844,0.3274361370366424,-0.2900314778436328,-0.2166033629313753,-0.2393836365343633,-0.314065690118203,0.0,-0.133963427893741,-0.1788849297932975,0.0,0.0,-0.1985484887458885,-0.1616838224779577,-0.2754948613396437,-0.3176261675384391,-0.3299523000895244,0.0,0.0,-0.1196986387327783,0.1345115097490699,0.0,0.0,-0.1292695119108974,0.0,0.0,0.0,0.0,0.0,0.0,0.1463389638346421,0.1171657299748534,-0.1187147760472279,0.0,0.0,0.1676306940537031,0.1352513200872011,0.0,0.0,0.0,0.0,0.0,-0.1419828750875456,-0.1345139096604409,-0.1955596345573159,0.0,0.0,-0.1176162755321727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1885306482391984,0.0,0.0,0.1288135815627352,0.0,0.0,-0.1150713040187104,0.0,0.1207918641022244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1432365263424368,0.0,0.0,0.1315421822761633,0.114536665915875,0.1435790646904124,0.1462050648741322,0.1565839541955551,0.1565839541955551,0.1552389794258685,0.1302907195851719,0.1308964919662648,0.1258719878684802,0.1165037409097023,0.0,0.1244072284307091,0.1306971613564257,0.0,0.0,0.0,0.1360933301497641,0.1360933301497641,0.0,0.0,0.176423670673551,0.1421230483298235,0.0,0.1262442767553363,0.1627461966748533,0.189391678545945,0.1298755228270872,0.0,0.1235306326241152,0.1851370522684747,0.1576569815325018,0.0,0.0,-0.1318428644953977,-0.208334856804826,0.1136596961308349,0.0,0.0,0.0,0.0
send VEGF,0.0,0.0,-0.125015759615616,0.0,-0.1618394986637832,-0.1646994764395193,0.1325975257740599,0.0,0.1885964335301596,0.1810465367802873,0.1486734133210711,0.1383864280338212,0.1276598931027696,0.1215636874847157,0.1229852871749346,0.150259236897501,-0.2010307033837017,-0.2003982400697289,0.2143542730121738,-0.3303608389190989,-0.2888082276133585,-0.2794719776978095,-0.1892488018650306,-0.1527742994563592,-0.1349122535533115,-0.1600560554730429,-0.1561332242419219,-0.1394616033467352,-0.1543018464956458,-0.1685332363468035,-0.2635176476726384,-0.2731166839269012,-0.2950479558212759,0.0,0.0,0.0,0.2069030525258947,-0.1918572812597201,-0.1918572812597201,-0.1519720723887941,-0.1264696126850639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1351387494015659,0.0,-0.1148222687783936,0.0,0.0,-0.124087730101436,-0.124087730101436,0.0,0.0,0.0,-0.1851033745631658,-0.1326432970541202,-0.1452883488004339,0.0,0.0,-0.129422464739401,0.0,0.0,0.0,0.0,-0.1271192201245933,0.0,0.0,0.1122651523172513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1209360916185329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1448483792736039,0.0,0.0,0.1332152671702909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1132303078661625,0.0,0.0,0.1214924507797277,0.1214924507797277,0.0,0.176423670673551,0.0,0.1567131294577138,0.1752405936305308,0.0,0.0,0.0,0.0,0.0,0.0,0.1382043316742548,0.0,-0.1149949447432923,0.0,-0.2601391211568006,-0.1853915346942384,0.0,0.0,-0.1624033996333349,-0.1395413154086513,-0.174964478658811
receive MK,-0.4155228350588711,-0.5558691887544505,-0.5000134110439793,-0.3840691703612742,-0.3938202513189511,-0.2617605319219367,-0.2217612967022067,-0.5172660588328427,-0.3173922584903395,-0.3428319365785562,-0.3947897254498453,-0.4205422577401098,-0.2864688979374459,-0.376660953406978,-0.4814399334030535,-0.3610508065508492,0.4548879284599848,0.4529006264289753,0.0,0.0,0.0,-0.1336613661779113,-0.1442353982908601,0.1636296549226759,0.0,0.0,0.0,-0.1740942796084538,-0.1819828129902336,-0.2505450596818369,-0.1170781460186031,0.0,-0.1265318358047218,0.4785069017402096,0.2451917269493773,0.0,0.1962350439501571,0.1190244276522304,0.1190244276522304,0.1568721707095449,0.0,0.0,0.2086517871893164,0.2091242400793436,0.2474353177178933,0.2498689636413336,0.2753300335934656,0.2682385782682503,0.1273820218744021,0.0,0.0,0.2109503015871896,0.2422878605897523,0.0,0.0,0.0,0.1186780096860669,0.0,0.0,0.0,0.0,0.0,0.0,-0.1839895092101137,0.0,0.1183795800667127,0.0,0.189382772293925,0.0,0.1593946865399182,0.1465930368896018,0.1563030879233258,0.175539704521581,0.1425415744405856,0.1249541141406143,0.1349883648002197,0.0,0.191420216378468,0.0,0.0,0.0,0.0,0.0,0.1460779351866828,0.1257905404894463,0.0,0.0,0.1198633137982206,0.0,0.1261275335358174,0.0,0.0,0.0,0.0,0.0,0.1284432250659486,0.1558451573290236,0.2933894586009719,0.2788617531169562,0.197682607246191,0.2692263846336995,0.2298820168222535,0.2521076967849659,0.1655460222390874,0.2376854201325641,0.2058876435836477,0.260991131446762,0.0,0.3147567362647966,0.2686124035818981,0.2686124035818981,0.0,0.2784015735536196,0.0,-0.1328659490279852,-0.1902500644620114,-0.2444327212886153,-0.2123392620512795,-0.213084897542827,-0.2965928719324925,-0.1575449891788969,-0.1319828392276813,0.0,0.0,0.0,0.1421230483298235,0.1567131294577138,0.0,0.0,0.5752026512703481,0.4922311568766035,0.5294315667675701,0.444287710343325,0.3439452036382905,0.3236413752335754,0.30773827251334,0.0,0.2849227842684243,0.3597206855648635,0.0,0.3719019910029461,0.0,0.0,0.400528232251862,0.359187481555253,0.3813603166342033
receive PTN,-0.3513269330441724,-0.4845809464232435,-0.4172703031809681,-0.2160344470770749,-0.3206598081385907,-0.2032234209084714,-0.2102621553594902,-0.4235858660541628,-0.1672866563065216,-0.2780053003738739,-0.3575041240235451,-0.3766180391698036,-0.2211652396253758,-0.3050752854400895,-0.4200484440478165,-0.3035560746728794,0.3685381904825099,0.3679183314144481,0.0,0.0,0.0,-0.1267039863772676,0.1163353399087544,0.2027773238476739,0.0,0.0,0.0,0.0,0.0,-0.2018301354375403,0.0,0.0,0.0,0.6236670702833351,0.1699777977992206,-0.1441557080297666,0.1909224546496654,0.0,0.0,-0.1140725038448673,0.0,0.0,0.1922539791033866,0.1661641530470363,0.2303808188706104,0.2246141581372721,0.2227985331241811,0.2287900643729479,0.1675082804822639,0.0,0.0,0.2126519012962023,0.240096820437382,-0.1470520980173908,-0.1470520980173908,0.0,0.1885672783360166,0.0,0.0,0.0,0.0,0.0,0.0,-0.1288974073687842,0.0,0.0,0.0,0.0,0.0,0.1238220808423101,0.1762379723154735,0.205535100162724,0.2014803088220844,0.1132825255891038,0.1508504733570889,0.1304434399210358,0.0,0.2358735770372424,0.0,0.1169725682648232,0.0,0.1180630254214018,0.1351903564695921,0.0,0.0,0.0,0.0,0.1642297661707087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1499330145791809,0.0,0.2687483373333659,0.2035310400180589,0.1608268179693383,0.244978191348454,0.1643854711813447,0.1965919119512696,0.0,0.1809526644577533,0.1372338519863051,0.1962105224759003,0.0,0.1802286781744246,0.1846011024627546,0.1846011024627546,0.1841398005217356,0.2126567670870771,0.0,-0.1174150922216938,-0.1480701726518222,-0.1893065902603597,0.0,0.0,-0.3924170721281068,-0.1311510772031027,0.0,0.0,0.0,-0.2014716491725396,0.0,0.1752405936305308,0.0,0.0,0.4308891621658458,0.4133014105592405,0.3605334381528829,0.2892323825852121,0.2263531893621955,0.2298004964795591,0.1203231719310864,0.0,0.2401824473066396,0.4401798187105071,0.0,0.2698917332719796,0.0,0.2652219145239008,0.2703956779585894,0.281658635254545,0.2884756744241192
send ANGPT,-0.4233949965174385,-0.5183115354170724,-0.47666142587469,-0.4695546259838482,-0.4001360044667671,-0.3244457607940234,-0.2121622395143039,-0.5797541000799933,-0.4713780066975711,-0.3692570251923718,-0.3316668142608438,-0.3555330001918929,-0.2335452392650306,-0.3769948441401491,-0.4662227860053118,-0.4257306567217614,0.5138552932837168,0.5119202832523401,0.3593034701978229,0.0,0.0,0.0,-0.1707135041519132,0.0,-0.1237061528902324,-0.1315294809394721,0.0,-0.2961855942018475,-0.2145463039861628,-0.2620037659918501,-0.2127525691736395,0.0,-0.1577248166456646,0.210273760331191,0.36329977548374,0.0,0.0,0.249395138782622,0.249395138782622,0.1879827568542471,0.1571430891053923,0.2382612704092285,0.1806130482807069,0.1927638714110482,0.2559775126673099,0.2767006537389013,0.3464554822992399,0.2301605102377597,0.0,0.1468105081433782,0.2450288935701901,0.142230022456597,0.1447171372798779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1912214543056142,0.0,0.152457310955718,0.2665335966451019,0.2460180096489328,0.0,0.1780633077771909,0.0,0.0,0.0,0.1282073429075567,0.0,0.0,0.16222332989772,0.1391137313237564,0.0,0.0,0.0,0.0,0.0,0.1577996396440981,0.1781324271315117,0.1571806168433994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2313163854563196,0.18698587475446,0.2466455630054912,0.1470131888688614,0.2099085409174982,0.2843751689982038,0.2959413594705115,0.2873607273221439,0.1811809370929647,0.1818188709015076,0.2324235571870243,0.3046692688715557,0.4757737608360717,0.3107792531664766,0.3107792531664766,0.0,0.2930806342559364,0.20862401228986,-0.2009801828486718,-0.2460337218927671,-0.272769226601982,-0.195107143398657,-0.2047007918895166,0.0,-0.1491110105062009,-0.1502164301016489,0.0,0.0,0.0,0.1262442767553363,0.0,0.5752026512703481,0.4308891621658458,0.0,0.5167453544835598,0.6198578968201602,0.5674162872122585,0.4787356394062966,0.4215145892527154,0.3981114912088953,0.4325433335065196,0.319822001515149,0.1572206061788177,0.1678724038206929,0.4169291599421583,0.3791904996067042,0.4499641713439238,0.5268371650653754,0.3860349048562456,0.4763680930680757
receive PARs,-0.3541302069633111,-0.391123949647735,-0.4455805221545311,-0.3476921270455279,-0.2478261076534667,-0.1296421860181245,-0.2192362323487432,-0.4523546964268852,0.0,-0.3196570107847167,-0.3811927305294575,-0.4163344427765525,-0.1969592969806686,-0.4050695515967364,-0.4077007281878887,-0.3705159423132769,0.4151169564414398,0.4129438510718959,0.2094508474803363,0.132487967000607,0.1138521039662357,0.0,0.1294033085381735,0.0,0.0,0.0,0.1560161735310167,-0.173394661799437,-0.1583493318835339,-0.14525550680705,0.0,0.0,0.0,0.1825625729019483,0.2800211806798435,0.0,0.1358561964253854,0.2036392116500495,0.2183660071200121,0.2053225635877286,0.1622418203815527,0.1870083225837043,0.2195321092049861,0.1638427693181581,0.2266305729822265,0.2329389449594713,0.3375914208975268,0.2093891969609992,0.0,0.0,0.118111389653137,0.1898460963945513,0.0,0.0,0.0,0.1609389917189255,0.1227454608212935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137163259234705,0.1404393391641717,0.0,0.1434142328442808,0.0,0.0,0.0,0.1796614352469497,0.0,0.1233117930239728,0.0,0.0,-0.1314622975999249,0.1158146580964143,0.1205964914644006,0.1241782816405086,0.1426693008469489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189609126604533,0.1967606412374556,0.2552401210627416,0.2262374233543663,0.2291211324889202,0.2258424616607648,0.2127757244870372,0.2506024884341028,0.2368103378854333,0.2328915564551983,0.2432325811607011,0.2642578523546297,0.2151314778231268,0.3867543008797542,0.3348876805096865,0.3348876805096865,0.279335830809266,0.2165940953347025,0.1386252433005387,-0.1712965333630222,0.0,-0.1435088787592483,-0.1147740993792643,0.0,-0.2130746196505397,-0.1865134100954014,-0.1468524757643219,0.0,0.0,0.0,0.1627461966748533,0.0,0.4922311568766035,0.4133014105592405,0.5167453544835598,0.0,0.5207071038829437,0.506618841633608,0.3615187397782888,0.3094265216103048,0.3316716110959883,0.3025346655118933,0.3148083251053031,0.2052485918099344,0.167312230914917,0.3403825144127003,0.3221700446070188,0.4040790277821099,0.5373997266084988,0.3947635872556042,0.4821416154832326
send GALECTIN,-0.3972334891294355,-0.3858383870127159,-0.4262768537388494,-0.4983364815809412,-0.4493099427953435,-0.2242475512695324,0.1871988245407068,-0.5323016803639772,-0.3638140116121748,-0.2746099636919319,-0.3119830133960257,-0.3461769639659232,-0.1996846317225463,-0.2490589487117449,-0.4411806608292636,-0.3930375956847772,0.4687115730013922,0.466994353627209,0.3048307685792529,0.0,0.0,-0.1420311995954558,-0.273661507912172,-0.1165596997765749,-0.1868575136709217,-0.1967317839879058,0.0,-0.3058354978077106,-0.3669740486179107,-0.2234809477091069,-0.2915879090524336,-0.1921785051993981,-0.1903806034192904,0.0,0.3426649314800911,-0.1149265433327357,0.1880490933686961,0.2290858247341527,0.2290858247341527,0.2218051591051618,0.0,0.1602527646794408,0.1876697695020213,0.1785813678776867,0.2115453791901456,0.2395660873460176,0.3064926400883374,0.184346370708597,0.0,0.0,0.3089677834248417,0.1221834363669952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1770290680957152,-0.2122813856763798,0.0,0.0,-0.2044185470698587,-0.1569466007078612,0.0,0.2283192771663849,0.151470866990606,0.0,0.1871988245407069,0.122083487667381,0.0,0.0,0.134475724471718,0.0,0.0,0.1740013859670737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1424073326122371,0.0,0.0,0.1295355320393464,0.0,0.0,0.0,0.0,0.0,0.1759217000795738,0.2287376926472853,0.2014634478543244,0.222002514802608,0.2472160295572499,0.2257483488658813,0.2262821131421056,0.2539588817403835,0.2028351840953133,0.2057007445184278,0.1983084715049888,0.2647580296067522,0.3669644637284186,0.4019426141473959,0.2896595682946439,0.2896595682946439,0.3080425390541088,0.2120597443072723,0.1858675157886248,-0.1438908595338698,-0.1895403055286937,-0.2323277499274754,-0.1885161460899184,-0.1891265004965856,-0.1604937712593162,-0.1570683133053415,-0.1500317232115133,0.0,0.0,0.1246292725749469,0.189391678545945,0.0,0.5294315667675701,0.3605334381528829,0.6198578968201602,0.5207071038829437,0.0,0.6533497490815354,0.4152320377963127,0.4246545967219209,0.374351780236139,0.4334524959853871,0.294476393205402,0.0,0.2173997758949653,0.3356752002427421,0.3074598837911678,0.4317662067988064,0.4522153694332614,0.3323595312173936,0.4254952004656541
send MHC-I,-0.3362132982268721,-0.3022279502588319,-0.324351589588833,-0.3785119316419498,-0.3881012416574829,0.0,0.1569603123205987,-0.4969754592503706,-0.3484836026747638,-0.3227244233087192,-0.3368041905027722,-0.380491356492156,-0.2261788122317407,-0.1958790209135631,-0.4160029880365488,-0.3853570640429695,0.4611523629763383,0.4592397038333517,0.1726489650663533,0.197043267182538,0.1362998139959267,0.0,-0.1977668966462517,0.0,-0.1422508240411057,-0.1484671908363643,0.0,-0.2449287316641984,-0.2548899155699204,-0.12810297828655,-0.2299213914749833,-0.1279712158271727,0.0,0.0,0.3911243910220407,-0.1812860577060753,0.0,0.240209414325317,0.2402094143253171,0.2204336062058922,0.1659616179539909,0.1855700824268149,0.2805824204565564,0.247575259171373,0.2035597820116347,0.2082066774158504,0.2505890051431029,0.1334995505958902,0.0,0.1390986392422022,0.298729821573148,0.0,0.0,0.1353843220296192,0.1353843220296192,0.0,0.0,0.0,0.0,0.0,-0.1630499459139994,0.0,0.0,-0.1145834464881597,0.0,0.1232393873808913,0.2156161953160439,0.1999159198283734,0.1318932988518851,0.1569603123205987,0.0,-0.1330742113450076,0.0,0.1898226878048404,0.0,0.1480174473093996,0.1613515937489306,0.0,0.0,0.0,0.0,0.0,0.0,0.1194611831019974,0.1176481875359108,0.1180829947089618,0.159089018838371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1897308886032256,0.2272960598650463,0.1893180487528054,0.2072694040913756,0.3206333271633908,0.2203229669275614,0.2057815700902819,0.2440761186891476,0.1863557142189824,0.1907956091865682,0.2101425828321366,0.2335092994220156,0.28330419609556,0.4023561869168693,0.3183759812380763,0.3183759812380762,0.3035142970194929,0.2354589572164012,0.1557144604880415,-0.2394674999807146,-0.1612421874236485,-0.2096860673526678,-0.1611879092281076,-0.1585111658326449,0.0,-0.1558065296211679,-0.1568330843863772,0.0,0.0,0.0,0.1298755228270872,0.0,0.444287710343325,0.2892323825852121,0.5674162872122585,0.506618841633608,0.6533497490815354,0.0,0.4248108983714936,0.4484928584425313,0.2571723151407236,0.3660167670084187,0.2482797399056777,0.1696512295081703,0.2883831192304713,0.4351590650706666,0.3581279439835197,0.4436273378168226,0.5790459992327907,0.3737749009599463,0.5206978816629484
receive PDGF,-0.3534472486054523,-0.369060599520267,-0.3369343092602072,-0.386788696205419,-0.2642566629818251,-0.272367696689757,0.195362521993773,-0.4107303492693792,-0.2883968411608181,-0.2521433819825841,-0.2727441498606898,-0.2903760332338828,-0.2244175019965305,-0.2186061808029922,-0.3195775926018187,-0.3407695947757231,0.491484417756832,0.4923399286192579,0.2470841642479947,0.0,0.1174640065158924,0.0,-0.1331224008126031,0.0,-0.1698843709092843,-0.1636400328454687,-0.1239744566790462,-0.1779936607288217,-0.1818932978816098,-0.1546335319811139,-0.1163163502737016,0.0,0.0,0.1566775349230821,0.2313304733462067,0.0,0.1142703824450494,0.1973827210151527,0.2050392137397274,0.2112623717498905,0.0,0.0,0.1260066797658155,0.1423232093525263,0.1610868151456172,0.1635539998033282,0.2400557360133696,0.0,0.0,0.0,0.2787133445876358,0.0,0.0,0.1850427252242384,0.1850427252242384,0.0,0.0,0.0,0.0,-0.1150000816050598,-0.1171455655554307,0.0,-0.1251119783208834,-0.1255664294626416,0.0,0.0,0.0,0.0,0.1234114021750526,0.195362521993773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1180751672106877,0.0,0.0,0.0,0.0,0.0,0.0,0.1497971708785757,0.0,0.0,0.0,0.0,-0.1371107322756731,-0.1371107322756731,0.0,0.0,0.0,0.1456400891937424,0.0,0.1135414999780416,0.1419965055195066,0.202470862142761,0.0,0.2170812183004046,0.2396838840060036,0.0,0.135089971801168,0.1587146405529767,0.1969853091298631,0.3021147900339819,0.1545237442761891,0.1545237442761891,0.1809579893560142,0.1272314943072728,-0.1797728796221581,-0.13836923304624,-0.2006376694480311,-0.1976592478357352,-0.1856723890592967,-0.1942505405700883,0.0,0.0,-0.1754233761798696,0.0,0.0,0.0,0.0,0.0,0.3439452036382905,0.2263531893621955,0.4787356394062966,0.3615187397782888,0.4152320377963127,0.4248108983714936,0.0,0.362869325867909,0.3395952547368057,0.3186562014285383,0.226506643660216,0.1518177087697256,0.1829000513206378,0.3052327695867609,0.2248452617859269,0.2602776945885448,0.3642894548580492,0.2951796370664159,0.3052269165596883
send THY1,-0.219787473892958,-0.2325376191532452,-0.3010524409113708,-0.3425298713358893,-0.2089346508604332,0.0,0.1815297857897022,-0.3303242387011525,-0.1991168057052334,-0.1559458919650246,-0.1779713180645648,-0.2316075686148307,0.0,0.0,-0.1752205047504041,-0.2247774371439383,0.3729562022465992,0.371815766029042,0.2312422615388752,0.0,0.0,0.0,-0.2362577634221715,0.0,-0.2007449702397005,-0.1347552108377141,0.0,-0.132675732185688,-0.2081978902641565,0.0,-0.1955234984616359,-0.1295463037626181,-0.1410632394513543,0.0,0.2375528443509758,0.0,0.0,0.1645094498776952,0.1645094498776952,0.1771415736140002,0.0,0.141351782005817,0.2012889950419222,0.1184127330866331,0.0,0.1761074758699169,0.317485595745283,0.0,0.0,0.0,0.3067302906386965,0.1412483165552709,0.2323497879856216,0.1387891570518936,0.1387891570518935,0.0,0.0,0.0,0.0,0.0,-0.18133070413113,0.0,0.0,0.0,0.0,0.1377346763198138,0.2312045123397195,0.1426547244115458,0.1779978484539714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.210027661854752,0.0,0.0,0.1354702233513071,0.1321224747706809,0.0,0.0,0.0,0.1141515215545986,0.0,0.1538530813654586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2534391952664711,0.1483489405473421,0.1228216294413807,0.1859061733199116,0.2401290690300988,0.1854639251881541,0.1893053536894387,0.1551371862325324,0.1536241125026564,0.140139447745284,0.1917531269877517,0.2317364834529616,0.2729841773495133,0.4265235522034555,0.1820219358077497,0.1820219358077497,0.1145019478203783,0.1739719940303239,0.1963415468074743,-0.1239686947604943,0.0,-0.1483356832360598,-0.12394041282388,0.0,0.0,-0.1247787978896019,0.0,0.0,0.0,0.0,0.1235306326241152,0.0,0.3236413752335754,0.2298004964795591,0.4215145892527154,0.3094265216103048,0.4246545967219209,0.4484928584425313,0.362869325867909,0.0,0.2028241340498779,0.3109556942998617,0.2117460661798603,0.1199616302668451,0.1926504522313996,0.3769727093244632,0.2678083641857412,0.3328981045575915,0.354594833119243,0.2354831135389434,0.2667286426509144
